,eidx,aidx,pattern,phrase,TQBAFc_level,TQBAFc_base_score,TQBAFc_class,TQBAFc_strength,TQBAFc'_base_score,TQBAFc'_class,TQBAFc'_strength,BQBAFc_level,BQBAFc_base_score,BQBAFc_class,BQBAFc_strength,BQBAFc'_base_score,BQBAFc'_class,BQBAFc'_strength
38133,2412,19,[['HYPERNYM:return.v.14']],return,2,0.157598333759145,Positive,0.157598333759145,0.157598333759145,Positive,0.157598333759145,1,0.157598333759145,Positive,-1.896311844177979,-0.157598333759145,Negative,1.896311844177979
38134,2412,23,"[['LEMMA:be'], ['SENTIMENT:pos']]",is nice,2,0.10900968974043718,Positive,0.10900968974043718,0.10900968974043718,Positive,0.10900968974043718,1,0.10900968974043718,Positive,0.5262300819183447,0.10900968974043718,Positive,0.5262300819183447
38135,2412,35,"[['LEMMA:do'], ['LEMMA:not']]",does not,2,0.054663971259084176,Positive,-0.13143781069116892,-0.054663971259084176,Negative,0.13143781069116892,2,0.054663971259084176,Positive,-0.0506003758866586,-0.054663971259084176,Negative,0.0506003758866586
38136,2412,39,"[['LEMMA:do'], ['HYPERNYM:not.r.01']]",does not,3,0.3722035639005062,Negative,0.3722035639005062,0.3722035639005062,Negative,0.3722035639005062,1,0.3722035639005062,Negative,0.7475589946632576,0.3722035639005062,Negative,0.7475589946632577
38137,2412,50,"[['LEMMA:not'], ['LEMMA:the']]",not the,2,0.3190000587877233,Negative,0.3190000587877233,0.3190000587877233,Negative,0.3190000587877233,1,0.3190000587877233,Negative,0.7260604707865791,0.3190000587877233,Negative,0.7260604707865791
38138,2412,73,"[['SPACY:POS-ADV'], ['LEMMA:the']]",not the,1,0.301796064853113,Negative,0.46129609424697465,0.301796064853113,Negative,0.46129609424697465,2,0.301796064853113,Negative,0.301796064853113,0.301796064853113,Negative,0.301796064853113
38139,2412,75,"[['LEMMA:be'], ['SPACY:POS-ADV']]",'s why,1,0.5772941810617407,Negative,0.5772941810617407,0.5772941810617407,Negative,0.5772941810617407,1,0.5772941810617407,Negative,0.5772941810617407,0.5772941810617407,Negative,0.5772941810617407
38140,2412,76,"[['LEMMA:fit'], ['SENTIMENT:pos']]",fit promised,2,0.31918602361845383,Positive,0.31918602361845383,0.31918602361845383,Positive,0.31918602361845383,1,0.31918602361845383,Positive,0.7364064157963615,0.31918602361845383,Positive,0.7364064157963615
38141,2412,89,[['LEMMA:but']],but,1,0.1235078268291778,Positive,0.1235078268291778,0.1235078268291778,Positive,0.1235078268291778,1,0.1235078268291778,Positive,0.1235078268291778,0.1235078268291778,Positive,0.1235078268291778
38142,2412,91,"[['SPACY:POS-ADV'], ['SPACY:POS-ADV']]",too So,1,0.5048165142121577,Negative,0.5048165142121577,0.5048165142121577,Negative,0.5048165142121577,1,0.5048165142121577,Negative,0.5048165142121577,0.5048165142121577,Negative,0.5048165142121577
38143,2412,93,"[['LEMMA:the'], ['SENTIMENT:neg']]",the hurt,2,0.20388238038109446,Negative,0.20388238038109446,0.20388238038109446,Negative,0.20388238038109446,1,0.20388238038109446,Negative,0.5398822602314342,0.20388238038109446,Negative,0.5398822602314342
38308,2426,2,[['LEMMA:not']],n't,1,0.3157930414372283,Negative,0.5935796461839083,0.3157930414372283,Negative,0.5935796461839083,3,0.3157930414372283,Negative,0.3157930414372283,0.3157930414372283,Negative,0.3157930414372283
38309,2426,4,[['SENTIMENT:neg']],disappointed,1,0.33599987985033963,Negative,2.907613581867394,0.33599987985033963,Negative,2.907613581867394,3,0.33599987985033963,Negative,0.33599987985033963,0.33599987985033963,Negative,0.33599987985033963
38310,2426,7,"[['SENTIMENT:pos'], ['SENTIMENT:pos']]",like nice,2,0.11881763471109229,Positive,0.11881763471109229,0.11881763471109229,Positive,0.11881763471109229,1,0.11881763471109229,Positive,0.39696456282969733,0.11881763471109229,Positive,0.39696456282969733
38311,2426,8,"[['LEMMA:be'], ['SENTIMENT:neg']]",am disappointed,2,0.221947848969945,Negative,0.221947848969945,0.221947848969945,Negative,0.221947848969945,1,0.221947848969945,Negative,0.2779478289450016,0.221947848969945,Negative,0.2779478289450016
38312,2426,9,[['HYPERNYM:not.r.01']],not,2,0.21949070773035015,Negative,0.40559248968060324,0.21949070773035015,Negative,0.40559248968060324,2,0.21949070773035015,Negative,0.2984389680896572,0.21949070773035015,Negative,0.2984389680896572
38313,2426,11,[['SENTIMENT:pos']],like,1,0.8344407843558151,Positive,1.015546110718212,0.8344407843558151,Positive,1.015546110718212,2,0.8344407843558151,Positive,0.8344407843558151,0.8344407843558151,Positive,0.8344407843558151
38314,2426,12,"[['SPACY:POS-ADV'], ['SENTIMENT:neg']]",n't defective,2,0.13170745798638936,Negative,0.13170348342836563,0.13170745798638936,Negative,0.13170348342836563,2,0.13170745798638936,Negative,0.18770743796144596,0.13170745798638936,Negative,0.18770743796144596
38315,2426,16,"[['LEMMA:be'], ['SPACY:POS-ADV'], ['SENTIMENT:neg']]",was n't defective,3,7.949116047435395e-06,Positive,7.949116047435395e-06,7.949116047435395e-06,Positive,7.949116047435395e-06,1,7.949116047435395e-06,Positive,-0.47634657937626884,-7.949116047435395e-06,Negative,0.47634657937626884
38316,2426,25,[['LEMMA:disappointed']],disappointed,2,1.493434440828777,Negative,1.493434440828777,1.493434440828777,Negative,1.493434440828777,1,1.493434440828777,Negative,1.5494344208038335,1.493434440828777,Negative,1.5494344208038335
38317,2426,29,"[['SENTIMENT:neg', 'SPACY:POS-ADV']]",randomly,2,1.0064004851126496,Negative,1.0064004851126496,1.0064004851126496,Negative,1.0064004851126496,1,1.0064004851126496,Negative,1.0624004650877061,1.0064004851126496,Negative,1.0624004650877061
38318,2426,30,"[['SENTIMENT:neg'], ['SPACY:POS-ADV']]",defective So,2,0.027870048916449987,Negative,0.027870048916449987,0.027870048916449987,Negative,0.027870048916449987,1,0.027870048916449987,Negative,0.08387002889150659,0.027870048916449987,Negative,0.08387002889150659
38319,2426,35,"[['LEMMA:do'], ['LEMMA:not']]",did not,2,0.054663971259084176,Positive,-0.13143781069116892,-0.054663971259084176,Negative,0.13143781069116892,2,0.054663971259084176,Positive,-0.0242842891002229,-0.054663971259084176,Negative,0.0242842891002229
38320,2426,39,"[['LEMMA:do'], ['HYPERNYM:not.r.01']]",did not,3,0.3722035639005062,Negative,0.3722035639005062,0.3722035639005062,Negative,0.3722035639005062,1,0.3722035639005062,Negative,0.6949268210903863,0.3722035639005062,Negative,0.6949268210903863
38321,2426,42,"[['LEMMA:be'], ['LEMMA:not']]",was n't,2,0.10687127744651449,Positive,0.10687127744651449,0.10687127744651449,Positive,0.10687127744651449,1,0.10687127744651449,Positive,-0.26072407344366294,-0.10687127744651449,Negative,0.26072407344366294
38322,2426,48,"[['LEMMA:not'], ['SPACY:POS-ADV']]",n't So,2,0.41161611380366964,Positive,0.41161611380366964,0.41161611380366964,Positive,0.41161611380366964,1,0.41161611380366964,Positive,-0.17214866076779506,-0.41161611380366964,Negative,0.17214866076779506
38323,2426,54,"[['SPACY:POS-ADV'], ['SENTIMENT:pos']]",really like,2,0.5688168340626688,Positive,0.5688168340626688,0.5688168340626688,Positive,0.5688168340626688,1,0.5688168340626688,Positive,0.8469637621812738,0.5688168340626688,Positive,0.8469637621812738
38324,2426,65,[['LEMMA:way']],way,1,0.5009574960744951,Negative,0.5009574960744951,0.5009574960744951,Negative,0.5009574960744951,1,0.5009574960744951,Negative,0.5009574960744951,0.5009574960744951,Negative,0.5009574960744951
38325,2426,73,"[['SPACY:POS-ADV'], ['LEMMA:the']]",really the,1,0.301796064853113,Negative,0.301796064853113,0.301796064853113,Negative,0.301796064853113,1,0.301796064853113,Negative,0.301796064853113,0.301796064853113,Negative,0.301796064853113
38326,2426,75,"[['LEMMA:be'], ['SPACY:POS-ADV']]",was n't,1,0.5772941810617407,Negative,0.5238545677804597,0.5772941810617407,Negative,0.5238545677804597,2,0.5772941810617407,Negative,0.5772941810617407,0.5772941810617407,Negative,0.5772941810617407
38327,2426,89,[['LEMMA:but']],but,1,0.1235078268291778,Positive,-0.38302131558218644,-0.1235078268291778,Negative,0.38302131558218644,2,0.1235078268291778,Positive,0.1235078268291778,0.1235078268291778,Positive,0.1235078268291778
38328,2426,91,"[['SPACY:POS-ADV'], ['SPACY:POS-ADV']]",n't So,1,0.5048165142121577,Negative,0.2990084573103229,0.5048165142121577,Negative,0.2990084573103229,2,0.5048165142121577,Negative,0.5048165142121577,0.5048165142121577,Negative,0.5048165142121577
38329,2426,95,"[['SENTIMENT:neg'], ['LEMMA:the']]",defective The,2,0.3097426052391332,Positive,0.3097426052391332,0.3097426052391332,Positive,0.3097426052391332,1,0.3097426052391332,Positive,0.2537426252640766,0.3097426052391332,Positive,0.2537426252640766
38330,2426,97,"[['SENTIMENT:pos'], ['LEMMA:but']]",nice but,2,1.0130582848227285,Negative,1.0130582848227285,1.0130582848227285,Negative,1.0130582848227285,1,1.0130582848227285,Negative,0.6114035298749457,1.0130582848227285,Negative,0.6114035298749457
38513,2439,2,[['LEMMA:not']],not,1,0.3157930414372283,Negative,1.0835875517444113,0.3157930414372283,Negative,1.0835875517444113,2,0.3157930414372283,Negative,0.3157930414372283,0.3157930414372283,Negative,0.3157930414372283
38514,2439,4,[['SENTIMENT:neg']],worst,1,0.33599987985033963,Negative,0.7618301092013791,0.33599987985033963,Negative,0.7618301092013791,2,0.33599987985033963,Negative,0.33599987985033963,0.33599987985033963,Negative,0.33599987985033963
38515,2439,8,"[['LEMMA:be'], ['SENTIMENT:neg']]",'s worst,2,0.221947848969945,Negative,0.221947848969945,0.221947848969945,Negative,0.221947848969945,1,0.221947848969945,Negative,0.38994778889511483,0.221947848969945,Negative,0.38994778889511483
38516,2439,9,[['HYPERNYM:not.r.01']],not,2,0.21949070773035015,Negative,0.21949070773035015,0.21949070773035015,Negative,0.21949070773035015,1,0.21949070773035015,Negative,0.3247550548760929,0.21949070773035015,Negative,0.3247550548760929
38517,2439,10,"[['LEMMA:not'], ['SENTIMENT:pos']]",not warm,3,1.205935547671834,Negative,1.205935547671834,1.205935547671834,Negative,1.205935547671834,1,1.205935547671834,Negative,0.3251626685770006,1.205935547671834,Negative,0.3251626685770006
38518,2439,11,[['SENTIMENT:pos']],warm,1,0.8344407843558151,Positive,0.9092995343230041,0.8344407843558151,Positive,0.9092995343230041,3,0.8344407843558151,Positive,0.8344407843558151,0.8344407843558151,Positive,0.8344407843558151
38519,2439,23,"[['LEMMA:be'], ['SENTIMENT:pos']]",is like,2,0.10900968974043718,Positive,0.10900968974043718,0.10900968974043718,Positive,0.10900968974043718,1,0.10900968974043718,Positive,0.5262300819183447,0.10900968974043718,Positive,0.5262300819183447
38520,2439,31,"[['LEMMA:at'], ['HYPERNYM:wholly.r.01']]",at all,2,1.206277986684252,Negative,1.206277986684252,1.206277986684252,Negative,1.206277986684252,1,1.206277986684252,Negative,1.7110945008964096,1.206277986684252,Negative,1.7110945008964096
38521,2439,35,"[['LEMMA:do'], ['LEMMA:not']]",do n't,2,0.054663971259084176,Positive,0.054663971259084176,0.054663971259084176,Positive,0.054663971259084176,1,0.054663971259084176,Positive,-0.0506003758866586,-0.054663971259084176,Negative,0.0506003758866586
38522,2439,54,"[['SPACY:POS-ADV'], ['SENTIMENT:pos']]",not warm,2,0.5688168340626688,Positive,-0.034150939773248234,-0.5688168340626688,Negative,0.034150939773248234,2,0.5688168340626688,Positive,0.9860372262405763,0.5688168340626688,Positive,0.9860372262405763
38523,2439,71,[['LEMMA:year']],years,1,1.1361600663810385,Positive,1.1361600663810385,1.1361600663810385,Positive,1.1361600663810385,1,1.1361600663810385,Positive,1.1361600663810385,1.1361600663810385,Positive,1.1361600663810385
38524,2439,75,"[['LEMMA:be'], ['SPACY:POS-ADV']]",is very,1,0.5772941810617407,Negative,0.5772941810617407,0.5772941810617407,Negative,0.5772941810617407,1,0.5772941810617407,Negative,0.5772941810617407,0.5772941810617407,Negative,0.5772941810617407
38525,2439,91,"[['SPACY:POS-ADV'], ['SPACY:POS-ADV']]",very not,1,0.5048165142121577,Negative,1.7110945008964096,0.5048165142121577,Negative,1.7110945008964096,2,0.5048165142121577,Negative,0.5048165142121577,0.5048165142121577,Negative,0.5048165142121577
38526,2439,93,"[['LEMMA:the'], ['SENTIMENT:neg']]",the worst,2,0.20388238038109446,Negative,0.20388238038109446,0.20388238038109446,Negative,0.20388238038109446,1,0.20388238038109446,Negative,0.3718823203062643,0.20388238038109446,Negative,0.3718823203062643
38901,2464,3,"[['SENTIMENT:pos'], ['LEMMA:and']]",excellently and,2,0.39357131772745946,Positive,0.4830969484932727,0.39357131772745946,Positive,0.4830969484932727,2,0.39357131772745946,Positive,0.6021815138164133,0.39357131772745946,Positive,0.6021815138164133
38902,2464,11,[['SENTIMENT:pos']],excellently,1,0.8344407843558151,Positive,3.401533317068791,0.8344407843558151,Positive,3.401533317068791,3,0.8344407843558151,Positive,0.8344407843558151,0.8344407843558151,Positive,0.8344407843558151
38903,2464,17,"[['SENTIMENT:pos'], ['LEMMA:!']]",well !,2,0.858629217487571,Positive,0.858629217487571,0.858629217487571,Positive,0.858629217487571,1,0.858629217487571,Positive,1.0672394135765249,0.858629217487571,Positive,1.0672394135765249
38904,2464,21,"[['LEMMA:well', 'SPACY:POS-ADV']]",well,3,0.6830152167708315,Positive,0.6830152167708315,0.6830152167708315,Positive,0.6830152167708315,1,0.6830152167708315,Positive,0.9592282295428335,0.6830152167708315,Positive,0.9592282295428335
38905,2464,23,"[['LEMMA:be'], ['SENTIMENT:pos']]",is excellently,2,0.10900968974043718,Positive,0.30840032939510253,0.10900968974043718,Positive,0.30840032939510253,2,0.10900968974043718,Positive,0.31761988582939094,0.10900968974043718,Positive,0.31761988582939094
38906,2464,24,"[['LEMMA:be'], ['SENTIMENT:pos'], ['LEMMA:and']]",is excellently and,3,0.39878127930933077,Positive,0.39878127930933077,0.39878127930933077,Positive,0.39878127930933077,1,0.39878127930933077,Positive,1.0174919220469283,0.39878127930933077,Positive,1.0174919220469283
38907,2464,26,"[['SENTIMENT:pos', 'SPACY:POS-ADV']]",excellently,2,0.3438158294550501,Positive,0.9169660373370295,0.3438158294550501,Positive,0.9169660373370295,2,0.3438158294550501,Positive,0.5524260255440039,0.3438158294550501,Positive,0.5524260255440039
38908,2464,75,"[['LEMMA:be'], ['SPACY:POS-ADV']]",is excellently,1,0.5772941810617407,Negative,0.5772941810617407,0.5772941810617407,Negative,0.5772941810617407,1,0.5772941810617407,Negative,0.5772941810617407,0.5772941810617407,Negative,0.5772941810617407
38909,2464,85,"[['SENTIMENT:pos', 'SPACY:POS-ADV'], ['LEMMA:and']]",excellently and,3,0.21973001777770426,Negative,0.21973001777770426,0.21973001777770426,Negative,0.21973001777770426,1,0.21973001777770426,Negative,-0.3575737519025043,-0.21973001777770426,Positive,0.3575737519025043
39307,2487,2,[['LEMMA:not']],not,1,0.3157930414372283,Negative,1.4557911156449175,0.3157930414372283,Negative,1.4557911156449175,3,0.3157930414372283,Negative,0.3157930414372283,0.3157930414372283,Negative,0.3157930414372283
39308,2487,9,[['HYPERNYM:not.r.01']],not,2,0.21949070773035015,Negative,0.40559248968060324,0.21949070773035015,Negative,0.40559248968060324,2,0.21949070773035015,Negative,0.3247550548760929,0.21949070773035015,Negative,0.3247550548760929
39309,2487,10,"[['LEMMA:not'], ['SENTIMENT:pos']]",not like,3,1.205935547671834,Negative,1.205935547671834,1.205935547671834,Negative,1.205935547671834,1,1.205935547671834,Negative,-0.09205772360090703,-1.205935547671834,Positive,0.0920577236009071
39310,2487,11,[['SENTIMENT:pos']],like,1,0.8344407843558151,Positive,0.8002898445825669,0.8344407843558151,Positive,0.8002898445825669,3,0.8344407843558151,Positive,0.8344407843558151,0.8344407843558151,Positive,0.8344407843558151
39311,2487,27,"[['LEMMA:be'], ['LEMMA:too']]",are too,2,0.28014623041473224,Negative,0.28014623041473224,0.28014623041473224,Negative,0.28014623041473224,1,0.28014623041473224,Negative,0.8574404114764729,0.28014623041473224,Negative,0.8574404114764729
39312,2487,35,"[['LEMMA:do'], ['LEMMA:not']]",do not,2,0.054663971259084176,Positive,-0.13143781069116892,-0.054663971259084176,Negative,0.13143781069116892,2,0.054663971259084176,Positive,-0.0506003758866586,-0.054663971259084176,Negative,0.0506003758866586
39313,2487,39,"[['LEMMA:do'], ['HYPERNYM:not.r.01']]",do not,3,0.3722035639005062,Negative,0.3722035639005062,0.3722035639005062,Negative,0.3722035639005062,1,0.3722035639005062,Negative,0.7475589946632576,0.3722035639005062,Negative,0.7475589946632577
39314,2487,54,"[['SPACY:POS-ADV'], ['SENTIMENT:pos']]",not like,2,0.5688168340626688,Positive,-0.034150939773248234,-0.5688168340626688,Negative,0.034150939773248234,2,0.5688168340626688,Positive,1.403257618418484,0.5688168340626688,Positive,1.403257618418484
39315,2487,75,"[['LEMMA:be'], ['SPACY:POS-ADV']]",are either,1,0.5772941810617407,Negative,0.8574404114764729,0.5772941810617407,Negative,0.8574404114764729,2,0.5772941810617407,Negative,0.5772941810617407,0.5772941810617407,Negative,0.5772941810617407
39316,2487,91,"[['SPACY:POS-ADV'], ['SPACY:POS-ADV']]",either too,1,0.5048165142121577,Negative,0.5048165142121577,0.5048165142121577,Negative,0.5048165142121577,1,0.5048165142121577,Negative,0.5048165142121577,0.5048165142121577,Negative,0.5048165142121577
40233,2549,3,"[['SENTIMENT:pos'], ['LEMMA:and']]",convenience and,2,0.39357131772745946,Positive,0.6350396578733768,0.39357131772745946,Positive,0.6350396578733768,2,0.39357131772745946,Positive,0.5127771440640044,0.39357131772745946,Positive,0.5127771440640044
40234,2549,6,"[['LEMMA:and'], ['SENTIMENT:pos']]",and comfort,2,0.414556236620918,Positive,0.37179202419035234,0.414556236620918,Positive,0.37179202419035234,2,0.414556236620918,Positive,0.533762062957463,0.414556236620918,Positive,0.533762062957463
40235,2549,7,"[['SENTIMENT:pos'], ['SENTIMENT:pos']]",convenience comfort,2,0.11881763471109229,Positive,0.5108616251225022,0.11881763471109229,Positive,0.5108616251225022,2,0.11881763471109229,Positive,0.2380234610476373,0.11881763471109229,Positive,0.2380234610476373
40236,2549,11,[['SENTIMENT:pos']],convenience,1,0.8344407843558151,Positive,4.550393434000718,0.8344407843558151,Positive,4.550393434000718,3,0.8344407843558151,Positive,0.8344407843558151,0.8344407843558151,Positive,0.8344407843558151
40237,2549,15,"[['SENTIMENT:pos'], ['LEMMA:and'], ['SENTIMENT:pos']]",convenience and comfort,3,0.08552842486113137,Negative,0.08552842486113137,0.08552842486113137,Negative,0.08552842486113137,1,0.08552842486113137,Negative,-0.7046222101283338,-0.08552842486113137,Positive,0.7046222101283338
40238,2549,17,"[['SENTIMENT:pos'], ['LEMMA:!']]",perfectly !,2,0.858629217487571,Positive,0.858629217487571,0.858629217487571,Positive,0.858629217487571,1,0.858629217487571,Positive,0.977835043824116,0.858629217487571,Positive,0.977835043824116
40239,2549,26,"[['SENTIMENT:pos', 'SPACY:POS-ADV']]",perfectly,2,0.3438158294550501,Positive,0.3438158294550501,0.3438158294550501,Positive,0.3438158294550501,1,0.3438158294550501,Positive,0.46302165579159515,0.3438158294550501,Positive,0.46302165579159515
40240,2549,36,"[['SENTIMENT:pos'], ['SENTIMENT:pos'], ['LEMMA:and']]",convenience comfort and,3,0.5684651051529661,Positive,0.5684651051529661,0.5684651051529661,Positive,0.5684651051529661,1,0.5684651051529661,Positive,0.9438654077087869,0.5684651051529661,Positive,0.9438654077087869
40241,2549,53,"[['SPACY:POS-ADV'], ['SENTIMENT:pos'], ['SENTIMENT:pos']]",still convenience comfort,3,0.21562287566985386,Positive,0.21562287566985386,0.21562287566985386,Positive,0.21562287566985386,1,0.21562287566985386,Positive,1.0226572665928864,0.21562287566985386,Positive,1.0226572665928864
40242,2549,54,"[['SPACY:POS-ADV'], ['SENTIMENT:pos']]",still convenience,2,0.5688168340626688,Positive,0.6766282718975958,0.5688168340626688,Positive,0.6766282718975958,2,0.5688168340626688,Positive,0.6880226603992138,0.5688168340626688,Positive,0.6880226603992138
40243,2549,76,"[['LEMMA:fit'], ['SENTIMENT:pos']]",fit perfectly,2,0.31918602361845383,Positive,0.31918602361845383,0.31918602361845383,Positive,0.31918602361845383,1,0.31918602361845383,Positive,0.43839184995499886,0.31918602361845383,Positive,0.43839184995499886
40244,2549,89,[['LEMMA:but']],but,1,0.1235078268291778,Positive,0.1235078268291778,0.1235078268291778,Positive,0.1235078268291778,1,0.1235078268291778,Positive,0.1235078268291778,0.1235078268291778,Positive,0.1235078268291778
40344,2557,4,[['SENTIMENT:neg']],poor,1,0.33599987985033963,Negative,2.034337289207639,0.33599987985033963,Negative,2.034337289207639,3,0.33599987985033963,Negative,0.33599987985033963,0.33599987985033963,Negative,0.33599987985033963
40345,2557,8,"[['LEMMA:be'], ['SENTIMENT:neg']]",was poor,2,0.221947848969945,Negative,0.7188219883565844,0.221947848969945,Negative,0.7188219883565844,2,0.221947848969945,Negative,0.3339478089200582,0.221947848969945,Negative,0.3339478089200582
40346,2557,28,"[['HYPERNYM:be.v.05'], ['SENTIMENT:neg']]",was poor,3,0.21719742220874472,Negative,0.21719742220874472,0.21719742220874472,Negative,0.21719742220874472,1,0.21719742220874472,Negative,0.3285133585154308,0.21719742220874472,Negative,0.3285133585154308
40347,2557,33,"[['LEMMA:the'], ['LEMMA:be'], ['SENTIMENT:neg']]",the was poor,3,0.28138908734202217,Negative,0.28138908734202217,0.28138908734202217,Negative,0.28138908734202217,1,0.28138908734202217,Negative,0.39270502364870824,0.28138908734202217,Negative,0.39270502364870824
40348,2557,37,"[['SENTIMENT:neg'], ['LEMMA:and']]",poor and,2,0.2392058873305867,Negative,0.7756330406196206,0.2392058873305867,Negative,0.7756330406196206,2,0.2392058873305867,Negative,0.3512058472806999,0.2392058873305867,Negative,0.3512058472806999
40349,2557,49,"[['LEMMA:be'], ['SENTIMENT:neg'], ['LEMMA:and']]",was poor and,3,0.003424740328255035,Positive,0.003424740328255035,0.003424740328255035,Positive,0.003424740328255035,1,0.003424740328255035,Positive,-0.283494119618781,-0.003424740328255035,Negative,0.283494119618781
40350,2557,73,"[['SPACY:POS-ADV'], ['LEMMA:the']]",off the,1,0.301796064853113,Negative,0.301796064853113,0.301796064853113,Negative,0.301796064853113,1,0.301796064853113,Negative,0.301796064853113,0.301796064853113,Negative,0.301796064853113
40351,2557,75,"[['LEMMA:be'], ['SPACY:POS-ADV']]",was off,1,0.5772941810617407,Negative,0.5772941810617407,0.5772941810617407,Negative,0.5772941810617407,1,0.5772941810617407,Negative,0.5772941810617407,0.5772941810617407,Negative,0.5772941810617407
40352,2557,78,"[['SENTIMENT:neg'], ['LEMMA:and'], ['SPACY:POS-ADV']]",poor and as,3,0.5381395234531614,Negative,0.5381395234531614,0.5381395234531614,Negative,0.5381395234531614,1,0.5381395234531614,Negative,0.7137424470935114,0.5381395234531614,Negative,0.7137424470935114
40353,2557,93,"[['LEMMA:the'], ['SENTIMENT:neg']]",the poor,2,0.20388238038109446,Negative,0.20388238038109446,0.20388238038109446,Negative,0.20388238038109446,1,0.20388238038109446,Negative,0.31588234033120766,0.20388238038109446,Negative,0.31588234033120766
40759,2582,1,[['LEMMA:return']],return,1,2.053910177937124,Negative,1.896311844177979,2.053910177937124,Negative,1.896311844177979,2,2.053910177937124,Negative,2.053910177937124,2.053910177937124,Negative,2.053910177937124
40760,2582,2,[['LEMMA:not']],n't,1,0.3157930414372283,Negative,0.26112907017814413,0.3157930414372283,Negative,0.26112907017814413,2,0.3157930414372283,Negative,0.3157930414372283,0.3157930414372283,Negative,0.3157930414372283
40761,2582,4,[['SENTIMENT:neg']],warned,1,0.33599987985033963,Negative,0.5579477288202846,0.33599987985033963,Negative,0.5579477288202846,2,0.33599987985033963,Negative,0.33599987985033963,0.33599987985033963,Negative,0.33599987985033963
40762,2582,8,"[['LEMMA:be'], ['SENTIMENT:neg']]",be warned,2,0.221947848969945,Negative,0.221947848969945,0.221947848969945,Negative,0.221947848969945,1,0.221947848969945,Negative,0.5579477288202846,0.221947848969945,Negative,0.5579477288202846
40763,2582,11,[['SENTIMENT:pos']],like,1,0.8344407843558151,Positive,1.8020796915838235,0.8344407843558151,Positive,1.8020796915838235,2,0.8344407843558151,Positive,0.8344407843558151,0.8344407843558151,Positive,0.8344407843558151
40764,2582,17,"[['SENTIMENT:pos'], ['LEMMA:!']]",fancy !,2,0.858629217487571,Positive,0.858629217487571,0.858629217487571,Positive,0.858629217487571,1,0.858629217487571,Positive,1.2758496096654786,0.858629217487571,Positive,1.2758496096654786
40765,2582,19,[['HYPERNYM:return.v.14']],return,2,0.157598333759145,Positive,0.157598333759145,0.157598333759145,Positive,0.157598333759145,1,0.157598333759145,Positive,-1.896311844177979,-0.157598333759145,Negative,1.896311844177979
40766,2582,23,"[['LEMMA:be'], ['SENTIMENT:pos']]",'s fine,2,0.10900968974043718,Positive,0.10900968974043718,0.10900968974043718,Positive,0.10900968974043718,1,0.10900968974043718,Positive,0.5262300819183447,0.10900968974043718,Positive,0.5262300819183447
40767,2582,35,"[['LEMMA:do'], ['LEMMA:not']]",do n't,2,0.054663971259084176,Positive,0.054663971259084176,0.054663971259084176,Positive,0.054663971259084176,1,0.054663971259084176,Positive,-0.26112907017814413,-0.054663971259084176,Negative,0.26112907017814413
40768,2582,40,"[['SPACY:POS-ADV'], ['LEMMA:small']]",maybe small,2,0.33272215483057577,Negative,0.33272215483057577,0.33272215483057577,Negative,0.33272215483057577,1,0.33272215483057577,Negative,0.5946524390694674,0.33272215483057577,Negative,0.5946524390694674
40769,2582,44,[['LEMMA:small']],Small,1,0.26193028423889164,Negative,0.5946524390694674,0.26193028423889164,Negative,0.5946524390694674,2,0.26193028423889164,Negative,0.26193028423889164,0.26193028423889164,Negative,0.26193028423889164
40770,2582,75,"[['LEMMA:be'], ['SPACY:POS-ADV']]",'s that,1,0.5772941810617407,Negative,0.5772941810617407,0.5772941810617407,Negative,0.5772941810617407,1,0.5772941810617407,Negative,0.5772941810617407,0.5772941810617407,Negative,0.5772941810617407
40771,2582,89,[['LEMMA:but']],but,1,0.1235078268291778,Positive,0.1235078268291778,0.1235078268291778,Positive,0.1235078268291778,1,0.1235078268291778,Positive,0.1235078268291778,0.1235078268291778,Positive,0.1235078268291778
40772,2582,91,"[['SPACY:POS-ADV'], ['SPACY:POS-ADV']]",inside there,1,0.5048165142121577,Negative,0.5048165142121577,0.5048165142121577,Negative,0.5048165142121577,1,0.5048165142121577,Negative,0.5048165142121577,0.5048165142121577,Negative,0.5048165142121577
40930,2591,2,[['LEMMA:not']],not,1,0.3157930414372283,Negative,1.240436894839473,0.3157930414372283,Negative,1.240436894839473,2,0.3157930414372283,Negative,0.3157930414372283,0.3157930414372283,Negative,0.3157930414372283
40931,2591,4,[['SENTIMENT:neg']],flimsy,1,0.33599987985033963,Negative,2.8070957291267105,0.33599987985033963,Negative,2.8070957291267105,4,0.33599987985033963,Negative,0.33599987985033963,0.33599987985033963,Negative,0.33599987985033963
40932,2591,6,"[['LEMMA:and'], ['SENTIMENT:pos']]",and honest,2,0.414556236620918,Positive,0.414556236620918,0.414556236620918,Positive,0.414556236620918,1,0.414556236620918,Positive,0.581444393492081,0.414556236620918,Positive,0.581444393492081
40933,2591,8,"[['LEMMA:be'], ['SENTIMENT:neg']]",is confusing,2,0.221947848969945,Negative,0.43914527117868973,0.221947848969945,Negative,0.43914527117868973,2,0.221947848969945,Negative,0.2891478249400129,0.221947848969945,Negative,0.2891478249400129
40934,2591,9,[['HYPERNYM:not.r.01']],not,2,0.21949070773035015,Negative,0.21949070773035015,0.21949070773035015,Negative,0.21949070773035015,1,0.21949070773035015,Negative,0.27212288130322154,0.21949070773035015,Negative,0.27212288130322154
